SourceUserID,ReplyUserID
3772,7141
8271,8271
3950,9654
4801,8490
4801,10083
4801,12313
4801,5142
4801,1666
789,2690
789,9854
10182,3158
1414,1414
164,1090
11159,11159
9244,8592
4570,2012
4570,1792
4570,7094
4570,10474
4570,3105
11658,3807
11658,6643
11658,9267
11658,9311
11658,8034
7350,3998
6559,8031
9375,5427
10369,8579
2398,1537
10723,782
2801,5800
1284,5842
10960,10960
2733,1681
1731,7010
2717,6132
7372,10696
11894,4603
8104,389
5894,5894
1694,1694
8217,8640
1084,2942
726,12060
12030,12030
2441,2441
9092,2481
5522,11530
5522,11530
5522,2196
4079,7465
8720,2146
10724,12180
9627,7730
10339,6914
10339,10785
10339,6256
10339,1502
10339,7740
3059,10959
12170,10101
824,7159
9661,294
2053,2172
4449,12279
9661,9661
10584,10584
10483,3819
8323,5146
6535,6535
353,3586
353,6102
6234,12240
3772,4558
8637,8637
5345,9312
5345,1589
5345,1975
575,5338
11583,4626
445,8556
6923,7140
7104,3666
5274,5274
3160,3160
2273,3984
5720,11088
10997,11449
5716,12180
2835,762
2762,10333
7282,979
8895,7134
10601,10601
6187,3965
9143,7425
2354,11996
2354,8944
10923,10923
1267,1267
12200,5997
7508,7508
10552,5383
10552,4593
10552,1869
10552,1869
10552,5504
10552,5577
10552,11051
10552,11817
10552,311
10552,6244
10552,11986
10552,4983
10552,7214
10552,7917
7832,10298
3510,10591
3510,7687
3510,11249
3510,11249
3510,7002
3510,11463
3510,9057
205,7236
205,5552
6901,2633
6901,7585
153,181
153,153
8382,2089
8382,657
116,2788
5146,12110
7181,11139
6477,6477
1403,1403
6555,6555
7345,7104
9678,3681
9849,10684
11118,795
7378,7378
8078,5578
11792,12432
7544,2280
3984,3984
11805,8112
8895,7134
2149,2149
8189,8957
1629,10970
5918,2428
5918,467
8643,5533
12030,12030
5885,6142
5885,215
5885,3869
5885,9067
1017,1017
1017,1017
5803,5571
9237,9237
2405,9494
10559,2911
11509,442
2330,11702
4852,986
9666,9666
11722,11722
2632,2632
9829,4919
5789,5321
5789,5321
2717,2717
1687,10218
6253,6253
5576,5576
11916,12345
3356,3356
9435,8813
3053,8131
3053,2503
3053,7209
4799,970
11681,11322
10380,4468
7214,7214
9779,3139
6124,9777
10835,2804
7096,5551
4259,10136
4259,409
6287,6287
56,7015
722,12373
2425,7440
7492,9937
6455,6455
9661,8799
3694,4805
10816,9405
368,10309
5980,11001
6786,641
580,11159
580,8853
11678,3901
4626,2804
1399,1399
1399,8394
4361,4361
6818,6507
6769,4468
8909,8909
4061,4061
3742,10575
8,1312
753,1446
544,544
11658,9525
8769,8769
2923,4226
8483,8483
2816,2816
1456,1456
4831,4831
5602,11431
2859,2859
2450,1446
8889,8889
6555,6555
2859,2859
2425,6217
2425,6971
8290,8290
2971,9467
2971,6217
2971,2192
2971,4276
2971,2182
2971,11366
5137,10205
5137,10205
9789,11512
9789,11512
7972,7972
5980,2903
7859,7859
11942,11942
2357,4318
11742,513
9137,1938
1835,12332
5366,5366
4122,513
12428,12428
4523,4523
8013,8013
3003,9333
7196,3723
7223,7223
7082,2692
1831,4829
1831,3984
6535,6535
5284,1680
10421,6504
11257,12212
11491,11491
2971,219
2971,12124
2971,2324
11451,10144
2633,7585
4773,3558
4773,6217
4773,4877
4773,9933
4773,3920
4773,10572
7290,3831
7394,8950
6592,8312
8331,10659
9284,11135
3730,4550
2425,8365
10476,10476
7769,7769
10559,12090
2226,9177
11862,11862
11862,11862
6216,1208
12287,12287
9701,5351
12362,4738
5713,635
3252,6771
7164,130
2369,7850
2369,762
10122,10122
10074,10074
8076,7917
9033,12229
656,1709
12152,9071
12152,1314
2246,2548
1128,1128
9523,10829
3685,1718
9993,9338
9421,3164
1320,2906
7832,7832
7800,7800
11073,2998
6779,6779
1800,6472
4912,5533
9640,7446
9693,9170
9693,4145
10553,2977
8312,8312
6535,6535
4336,4336
2836,2386
4210,4681
2089,8382
9900,3643
12165,513
4122,5401
7965,7965
8103,12198
3791,9877
10182,3588
7100,8595
2210,10965
5414,6217
5414,12376
5414,2184
11519,708
10626,2100
2343,8150
2343,6356
2343,12181
7832,5829
6548,11871
11658,11704
11658,8751
11658,1097
11658,421
11658,4833
3984,3984
2690,789
3904,446
3904,8110
3904,7755
3904,397
3904,4980
3904,10983
8128,8128
905,7993
10035,10408
7784,7784
7784,7784
7784,7784
440,1655
440,6577
7282,4881
5580,4559
8938,6578
5086,9595
5086,672
5086,12379
294,1694
4648,9867
2833,1838
11678,10513
11678,5811
11678,1989
11678,8205
9223,12180
5274,5624
5274,4707
5274,12097
5274,3360
5274,3360
4884,2118
7143,9370
6731,6731
983,2335
983,2335
2659,1715
2659,3764
2659,7025
2659,5681
2659,1280
2659,3705
2659,3825
2659,1241
2659,4094
11856,11856
3772,3772
3357,5631
2013,10335
2013,11842
11833,5385
11272,2380
11508,8720
8890,8890
12291,7440
4869,4869
4559,2170
761,5426
9280,10859
9811,4715
4256,4256
5366,5366
209,209
11370,11022
8057,4468
11078,7998
7241,2913
11658,9267
11658,12440
11658,2181
10211,12214
2632,2632
1225,11585
9137,5062
11658,11484
3314,10959
3314,3314
11726,11037
9784,2440
9784,5648
7860,8118
7860,6552
12045,425
10859,9280
6496,6496
3468,6215
10029,10029
9206,1469
9206,5255
7181,11139
7181,11139
7367,10102
3540,7003
3540,10495
5702,5702
9003,10548
2631,7836
2631,6313
2631,1356
132,8814
3772,2182
12042,727
11611,11611
10118,10118
8637,8637
732,9083
2859,2859
10044,4954
11268,1506
1208,6216
1099,1099
949,949
9334,9334
10775,544
7965,7965
2644,560
1955,3336
9243,9243
4083,513
3861,1031
6976,3743
3494,12413
3494,12413
11768,2630
6975,6975
7206,7206
1382,376
7840,960
3772,3298
3772,12223
11205,11205
8004,5352
7453,377
7453,7231
852,3666
9681,3456
12240,12261
4083,4083
12282,4176
2271,6044
8769,8769
2596,5058
10574,10574
10574,9966
1001,1001
6555,6555
3984,3984
2450,5854
6677,1153
7081,7081
5524,2917
10126,1335
3061,5077
1012,6439
641,6786
641,6786
2584,1957
9530,3801
9518,9518
4664,6023
1974,1974
12152,4015
12152,2190
7448,5810
4461,7421
8887,1349
9874,11449
9874,9874
7819,6339
7819,8078
7967,2217
902,5557
7726,8517
11451,6787
1813,2248
1425,9866
12274,8376
9435,8813
9435,5918
9435,3215
9435,11676
1931,6092
3324,8256
3324,8069
12041,12041
7832,579
7832,579
7832,7832
7832,579
5635,10940
5635,6152
584,5225
2443,3260
2443,2443
4112,9605
6402,6402
10798,3323
8722,4250
10626,2100
10626,9954
3356,2830
3818,3818
5547,4812
7651,8821
3639,3639
10584,10584
7732,7732
7498,9586
2605,1969
278,10974
278,220
8246,7737
2896,2877
4618,4618
10574,10574
224,224
655,2100
11552,11552
11658,5972
11658,1323
11658,9780
11658,956
11658,2177
11658,9835
8253,571
4058,9879
8434,6639
9666,9666
2369,8077
8228,6039
5705,6277
11515,11515
11389,9825
11389,47
7979,8373
16,3008
9717,9768
8215,9041
10574,11750
10574,7577
4069,5290
10584,10584
7673,831
7242,12379
7242,12394
7242,6566
7242,11711
7242,11421
7242,12120
7242,3012
7242,7955
7242,12007
7242,5069
7242,1313
7242,8745
7242,11243
7242,1017
8215,1754
2816,11890
2816,7767
2816,6217
2816,6905
2816,12416
6982,9920
10626,2100
5500,7264
1626,8746
1626,8746
2639,2639
2259,2259
2192,1049
2192,3434
10985,1291
992,852
7193,2378
9403,10122
2425,5196
2425,8530
2425,1750
7648,11043
2167,2167
5716,288
10769,1410
6482,6910
5452,8811
10253,951
8930,8930
8930,8930
12045,11158
7821,3261
2425,3121
3706,8136
9533,8853
3108,2214
4335,450
11680,11680
4157,4157
10548,10548
10997,10886
8660,5648
7210,5093
10584,10584
8725,3489
9304,10926
10739,3230
4480,3227
4480,7567
9798,8242
1831,1789
1831,11945
1831,9725
1831,1678
1831,1454
1831,10483
1831,3385
1831,3334
1831,2945
1831,5668
1831,437
1831,11102
1831,8946
1831,2100
1831,3984
1831,337
1831,6319
9504,9504
11374,11374
10978,7440
5423,3293
4980,504
2358,2358
6149,5631
413,2245
413,832
1871,5784
7965,7965
1021,2613
7269,527
497,12409
10224,7197
10630,722
8758,8758
10111,10804
10111,11567
1682,9703
7800,7800
7800,7800
7088,5353
8829,7362
8829,2002
8829,3344
8737,6993
10087,37
11065,7153
2373,717
7006,630
11658,2433
11658,9267
11183,11183
7126,9624
1107,4976
2997,8622
5975,11024
1590,1590
9272,3030
6038,4642
11554,3507
7255,6663
9896,3423
2347,1072
5504,5504
2904,2904
7266,4643
7266,1823
3299,2798
3299,3732
3299,2374
839,5127
6607,6607
4283,5417
4283,851
5716,2100
5716,564
10314,3312
10314,8167
10314,6971
10314,5031
4793,10888
7282,7282
381,2626
8466,8466
3745,8148
4135,8858
7210,7210
12169,2478
7645,7645
11351,10915
3043,3043
4049,5618
4049,5618
4760,10287
4760,12084
10193,12034
2156,10284
8581,7379
1915,1915
9414,4305
1350,6140
10840,10840
8078,5646
7780,5140
2072,10780
6995,6535
10021,11015
325,5864
3750,3750
2450,6174
12191,106
10584,10584
3076,9365
9277,1729
9277,1729
8817,1595
7104,7948
11872,3061
11872,3061
1454,1454
2425,8656
2425,13
2425,11922
2425,12317
10760,10428
451,8212
575,377
575,6217
575,4583
575,11285
575,4894
575,3875
575,11247
8895,7134
11692,6622
4761,4530
6984,4227
1413,5907
11267,11267
10936,10109
12349,2909
575,465
2425,2425
949,949
11658,11664
11658,11484
11658,11484
7874,1779
1399,10143
8447,8861
4986,191
4986,191
8798,8798
11391,11391
8764,6316
8764,6316
6239,8687
8917,4741
2631,7736
2631,5229
2631,2675
6599,8720
3244,3244
8350,10680
11614,2818
564,7367
5241,3390
1497,133
3818,8455
10049,2876
4186,4468
4315,2799
1880,7129
8722,4597
12118,2206
8552,6677
8758,8758
12321,7605
9768,9768
7174,5408
7174,1458
7174,5408
5727,2411
2994,6188
12045,2139
7104,4468
664,3893
664,8472
7474,7474
4449,2759
7859,7859
2266,11289
2266,4474
2266,637
9037,8701
1381,1381
3203,3203
3843,2105
2501,4863
56,8999
6631,8323
6477,6477
1050,1050
5487,7318
5487,3588
8568,8568
6805,2182
3635,5500
7095,7095
5158,5158
837,4160
8335,11646
5537,5537
2712,3895
5980,8784
8906,10388
9940,8542
2003,1446
3257,1314
7515,5187
7172,1755
3537,3537
10492,5512
7850,12438
8670,11017
10847,2596
10626,2100
8437,1824
2971,12203
2971,8093
16,3456
4032,7306
1498,11530
4911,825
3451,10070
8820,8820
1877,5173
9066,7589
7965,7965
11205,11205
7685,6230
3357,5631
7165,7165
1055,9866
4226,6871
8942,10909
5885,978
5885,8901
5885,9067
5885,9602
5885,4217
5885,12431
5885,12431
5885,5579
5885,4177
2634,12277
11049,4834
9679,7282
2631,7923
2631,8136
2631,10709
2908,3465
12386,544
11845,3493
12125,4508
368,8194
985,5507
985,5541
985,5615
12251,10116
12251,12150
7269,3136
10122,8928
5535,5631
4837,5972
4837,8565
746,746
11161,4737
3301,6333
829,829
4103,10544
4103,10544
2859,2859
6215,3468
2859,2859
10026,9341
5062,2783
7859,7859
239,2190
9892,27
2118,5983
1934,1934
6779,10778
11395,829
6956,6956
1694,294
1694,1694
1694,1694
1694,1694
9079,10931
7859,7859
1521,2175
4541,4541
3772,1034
3772,10128
3772,11453
3772,3772
3772,5996
3653,4245
5412,5412
7508,7508
6368,3598
2750,6470
6628,9068
4482,12201
4482,9216
560,560
10986,2763
7859,9210
11788,5363
10008,3135
3027,5631
8128,8128
10236,5137
10626,2100
5009,10150
2425,116
2471,7282
362,1501
2228,9738
10997,7705
10997,6918
10997,3984
10997,10997
8194,368
9463,9463
638,10987
9689,9459
9689,1058
9689,1058
9689,1058
9689,1058
9689,2393
9689,2981
9689,3034
9689,9644
8878,8590
8878,8878
9507,9316
6260,3884
2273,6381
4830,2970
2272,7705
2206,2206
4905,8631
11309,1769
11309,5451
7269,10608
11084,11084
7197,1843
5086,2100
5086,1156
5086,10962
5086,8641
5086,3633
5086,8650
9881,5114
6786,641
2717,2717
8769,8769
10219,11555
10219,11555
10219,11555
6660,12383
6660,12383
2594,241
7050,2858
9661,3703
8158,1594
9687,10606
9687,10606
9687,10606
5125,5139
5549,7282
5549,795
1501,362
1565,1565
1454,1454
6574,11136
7651,2220
4559,2450
2499,762
2266,11132
12045,6217
3467,8805
12083,9591
10949,10949
8054,2370
6910,3331
1090,164
11085,11293
8873,8873
9411,6974
9411,12402
9411,489
11578,6322
1895,2301
2859,2859
3742,4337
3742,51
7859,7859
7492,7492
2300,2300
979,215
9622,3087
915,12132
8058,2441
10659,8331
4321,2183
2425,3654
1794,4722
6639,6337
5716,2100
11791,10744
10584,10584
11634,3440
9223,12180
5797,7864
8531,9987
2718,11219
10658,10658
255,10966
10504,1215
3480,5631
2871,6615
2970,4830
5033,5208
5684,819
6328,2100
6328,1930
6235,1635
6235,11564
6235,1940
4751,4950
1634,2817
2631,9603
2631,5006
2631,9629
2631,4604
2631,1850
2631,10269
2631,93
2631,3586
4629,11778
12282,5886
5550,1528
2639,2639
9436,2466
6340,6340
6340,6340
624,624
6492,11723
11496,11496
7339,8666
133,1497
11737,10300
11658,172
11658,9299
3843,2646
1521,8994
8856,144
5077,3061
5077,3061
10312,10548
1934,1934
9708,3822
9643,11039
6640,6640
4428,10005
4428,11799
4428,11365
4428,9236
4428,8866
2596,9286
2834,6614
5161,1312
8790,3216
8790,4799
2859,9880
8280,10432
10987,11572
10255,6635
7312,7841
10584,10584
8637,8637
9661,9661
575,1889
575,3644
575,513
4284,4284
368,8194
5684,476
4744,5167
11771,9092
5884,4967
979,9852
8117,3314
857,857
5729,9070
7473,7473
8085,11040
8085,11040
8085,11040
10666,8587
12282,4208
12282,4176
12282,3491
11304,10291
4939,7607
10263,5776
2596,10597
6628,5446
6321,6870
11071,4884
3224,7328
3224,8019
3224,8382
5459,9101
2376,2376
1198,9579
1198,3613
1198,1181
10191,10191
10626,5796
10626,6217
10626,2100
641,6786
5490,6264
8878,445
12170,12170
10770,11516
544,116
544,5064
10036,4811
11521,6870
5928,11541
291,8849
12102,3849
2968,9397
4372,10540
11856,411
11856,411
6877,5117
3537,3537
2876,10049
2295,11668
9003,5648
7563,3709
7563,12134
11843,2719
10621,10621
7832,7832
7832,7832
5980,3059
5634,5634
3905,7134
2663,3448
575,575
7081,7081
318,9082
318,1897
7630,2894
7318,11203
3456,3456
10118,10118
4927,3214
5053,2225
5191,5191
2971,10625
2971,5611
2971,2182
6769,7483
9693,10486
10265,10622
10824,1777
9717,9768
7859,7859
905,663
5066,2498
10221,3150
10983,11744
7785,5152
9348,218
5862,2135
5862,4247
5862,1078
5862,6136
3356,5764
2272,7705
1257,6087
3953,11894
7894,3143
7451,9499
5634,5634
6766,5924
8185,2248
9108,11215
6402,3843
4691,5631
6663,6687
11115,8528
2804,4626
4088,2529
6336,6325
10192,4026
7669,3581
8637,8637
1801,2173
1801,9054
1801,6319
1801,2173
1801,2173
6820,10122
10482,8285
9540,3816
7488,1163
7508,7508
852,9597
9523,10829
5684,819
579,3718
12163,11570
12163,11570
5449,5449
10332,6779
5716,12180
7091,2641
1407,11657
2666,8384
7131,5028
1822,1822
3750,3750
2783,12249
935,8209
4033,4033
9868,9749
12024,12024
3772,12058
6818,10692
10516,622
7445,1822
7445,8861
4964,5813
3246,7955
8948,8948
380,2125
166,11827
166,11140
8576,4436
2445,1615
2273,3334
2596,8216
2859,2859
6535,6535
2425,2425
2875,10299
949,949
10752,939
8078,8078
8729,6049
7559,7972
7744,4932
1492,3414
11658,2285
11658,5273
11658,5273
11658,10941
11658,8123
11658,11488
11658,5445
11658,3328
2710,9942
2246,8878
11435,8869
8451,4668
7645,10573
7645,3189
10569,6292
9136,1004
9136,10117
7875,8761
11747,11747
9473,2
3707,2865
4136,733
10858,7192
2659,6971
5466,2419
9380,9380
9661,294
10581,10644
12220,8023
2974,941
8215,2722
8156,8156
8156,8078
10773,1602
10773,2477
10773,10472
6729,1794
5664,8393
1158,2100
5652,3335
6331,6331
11581,5486
11581,6365
241,2594
3772,7783
3666,3666
9852,9768
11658,9267
11658,412
11658,9573
4777,10499
4777,10084
4405,246
3299,8445
1114,7870
1114,3889
6935,7690
4453,5262
4453,8784
4453,6217
4453,7591
4453,11017
4453,4660
4453,9843
4453,5918
4453,7935
11560,5265
7448,9295
2101,513
2101,11089
4184,4155
2417,4935
2692,1545
6594,6594
4331,7014
5985,7462
5503,7847
3735,7153
9798,9798
7289,7289
8670,6489
5558,9830
9965,6631
3523,10991
10238,10238
1356,11424
8317,8317
4554,971
9963,4547
11043,7648
4111,6622
2859,2859
560,560
6748,3130
6748,1953
6748,5598
6748,12086
8976,2248
5490,3562
1590,1590
7937,2126
6640,6640
9487,743
7385,6484
10143,4087
4968,588
993,293
9556,164
5447,5447
5392,5392
8790,12180
1955,1355
5575,1405
11640,11640
3056,139
5165,7960
9688,11794
5620,5327
8111,4668
8111,8040
8111,935
8111,11221
8111,10982
10140,10381
184,9602
184,2100
184,6216
3085,3085
11453,6273
10673,10673
12007,10584
12007,6217
3654,7282
2639,2639
10459,10202
3666,556
3666,7104
11837,11837
5426,761
2951,9495
7699,4884
7402,9591
9570,9570
12164,9118
9798,8242
4233,4233
9434,9434
11596,9327
8070,4133
8070,4744
3912,3912
7965,7965
12412,119
11300,8482
11300,8910
11300,904
11300,4723
11300,1754
3242,3242
12045,1715
11,6892
2476,11474
9534,5100
5716,35
5716,5797
5716,1503
5716,7379
5716,8066
5716,7901
5716,2304
5716,2403
5716,7632
5716,10731
5716,10245
5716,2006
5716,2100
5716,5483
9024,4132
3381,11153
15,1674
15,12246
15,3821
15,324
15,3387
15,2780
15,6465
15,3999
15,9573
15,10362
15,8617
15,4992
15,5471
15,1137
15,12013
15,11106
15,6977
15,1259
15,7491
9250,9250
1346,1346
8722,9605
3772,9624
3772,11069
3772,8722
3772,6137
3772,5638
3772,5548
3772,5918
3772,12117
3772,9337
3772,4152
3772,5283
3772,11492
3772,7921
3772,1591
3772,12117
3772,9176
3772,510
3772,1654
3772,3046
3772,2192
3772,8525
3772,6217
3772,1112
3772,12430
3772,10345
3772,4098
4550,3730
10283,10283
3059,4525
408,11127
6535,6535
5264,1896
7321,4803
1772,1116
8004,5352
2971,1899
2971,12206
2971,8269
2971,11304
2971,12435
2971,8569
2971,9741
2971,10821
2971,5530
2971,8093
2971,5254
2971,12299
2971,1909
2971,784
2971,10625
2971,4581
2971,6567
2971,1600
2971,2182
12374,12374
6767,2387
9949,9949
4083,10548
3520,11319
6064,4717
7106,3666
8811,5452
8956,3775
2450,2450
575,5476
575,9735
4802,2100
11641,12292
11641,1446
3846,3846
10845,1178
2801,3004
2801,1715
2801,5221
2801,12253
2801,5888
2801,2464
2801,9199
2801,7650
2722,2722
5631,3357
3664,10141
8120,12075
6545,6545
819,5684
8722,387
7215,8651
9021,7216
9021,11890
9021,6142
9021,5785
9021,513
9021,279
9021,279
9021,10817
9021,6755
9021,8078
9021,4710
9021,6266
9021,7316
9021,11913
9021,7316
9021,6678
9021,10710
9021,3507
9021,10914
9021,12315
9021,11994
9021,9515
9021,3570
9021,8032
9021,7404
9021,6278
9021,6033
9021,7608
9021,3780
9021,1431
9021,1321
9021,6043
9021,7029
4171,2573
574,11894
10475,4976
3379,1716
2268,1477
3581,7669
12429,1295
10237,10237
2127,2127
11658,4508
11658,7356
5086,6217
6132,6132
4507,9135
4484,4124
1453,7944
5086,3732
5086,7508
5086,4541
5086,11798
5086,5838
5086,3239
5086,1167
5086,202
5086,8720
5086,4378
5086,2936
5086,11020
11101,5981
980,980
8789,6067
2755,6751
2755,10168
2755,8676
2755,1808
2755,4003
2755,9812
2755,5518
2755,9745
2755,4985
7369,5754
9798,8242
2579,2641
4869,4869
1286,3593
4303,4303
3907,351
3098,4920
991,3044
4040,10121
7269,11999
7269,3994
7269,10844
7269,10143
7269,4381
7269,1059
8803,5242
1585,12350
5306,10668
5306,10668
5256,8567
5454,5454
5571,3116
7134,8895
7134,8895
7134,8895
4083,11691
4083,11691
12152,6490
12256,4901
2979,10119
10106,4962
6686,6155
755,755
10509,11672
7965,7965
6770,4593
6770,7375
6770,7375
6770,3022
6413,8307
8968,312
12398,3423
5137,564
8215,6769
2775,4182
2775,1707
2775,5998
2775,5704
2775,6576
7222,5776
7832,8316
2220,5571
277,2086
10508,11450
7007,1243
7007,6217
2148,8411
11736,11736
5206,5206
463,8609
188,188
10475,10475
8790,5975
8790,12038
6243,8949
4083,4083
7649,10078
932,6897
2425,4358
6416,2352
1300,11766
6282,5232
6282,7348
3772,1455
10788,7446
11658,7757
11658,8199
11658,9267
560,5580
10944,10944
7104,7948
3916,7282
12111,7218
10832,3635
5980,4716
4158,5038
9723,8614
9798,9798
6787,11451
6787,11451
4938,616
4938,1754
2463,1548
2463,4497
8535,538
757,9155
2216,10139
2216,7915
2216,6876
7904,7904
4136,11615
3887,4219
8187,2546
2971,3134
2971,2182
2971,9339
9624,3378
3767,3767
6198,1207
2639,2639
2425,2425
5726,2180
7441,6123
6731,2777
6731,6731
6731,11361
12305,7846
5949,5750
5549,10801
1975,9123
10499,10084
10900,923
10900,923
4427,5232
9538,9538
3437,6151
8324,8025
7115,7115
11977,2763
1107,2084
12427,3423
11515,11515
10235,4974
10235,7656
7006,10992
7006,7179
2454,964
2454,964
2454,964
11658,11867
11658,9267
11658,5106
3794,6953
582,11581
2547,4402
5873,8281
3534,3534
8331,6180
2087,5191
1748,2813
302,3318
3061,11872
9250,9250
6733,6733
6733,6620
10975,2211
12025,7803
7081,7081
6346,1381
7494,939
3685,181
3685,9155
3685,2226
9066,9066
8151,920
4722,9766
7050,2858
7050,2858
10581,10817
10581,8059
10581,8059
5981,7395
7821,6479
1246,5371
1246,1246
7832,7832
8306,7144
4055,5585
4055,11052
